Day;nrEmpty;nrGrass;nrRabbits;nrFemaleRabbits;nrMaleRabbits;nrFoxes;nrFemaleFoxes;nrMaleFoxes;av.LevelGRass;av.AgeRabbit;av.AgeFox;changeOfEmpty;changeOfGrass;changeOfRabbit;changeOfFox;
28;0;243;105;65;40;52;23;29;1.38;2.14;4.06;0;4;0;-4
29;0;249;95;59;36;56;26;30;1.48;2.4;4.25;0;6;-10;4
30;0;262;81;47;34;57;25;32;1.61;2.41;4.26;0;13;-14;1
31;0;258;81;44;37;61;26;35;1.83;2.33;4.23;0;-4;0;4
32;0;265;74;38;36;61;25;36;2.01;1.69;3.8;0;7;-7;0
33;0;276;68;30;38;56;24;32;2.13;2.07;4.29;0;11;-6;-5
34;0;277;66;30;36;57;26;31;2.27;2.23;4.49;0;1;-2;1
35;0;280;64;28;36;56;27;29;2.42;2.33;4.25;0;3;-2;-1
36;0;282;60;28;32;58;25;33;2.62;1.85;3.26;0;2;-4;2
37;0;283;65;31;34;52;21;31;2.75;1.75;3.37;0;1;5;-6
38;0;280;69;33;36;51;22;29;2.94;1.7;3.59;0;-3;4;-1
39;0;290;58;30;28;52;24;28;2.99;2.07;3.9;0;10;-11;1
40;0;293;51;27;24;56;26;30;3.03;2.37;3.71;0;3;-7;4
41;0;293;51;27;24;56;28;28;3.02;2.29;4.02;0;0;0;0
42;0;295;54;32;22;51;24;27;3.19;2.43;4.08;0;2;3;-5
43;0;301;55;34;21;44;21;23;3.29;2.36;4;0;6;1;-7
44;0;307;53;28;25;40;21;19;3.32;2.21;3.68;0;6;-2;-4
45;0;297;61;34;27;42;25;17;3.47;2.43;3.24;0;-10;8;2
46;0;297;60;34;26;43;27;16;3.44;2.07;3.7;0;0;-1;1
47;0;299;62;36;26;39;24;15;3.43;1.77;3.69;0;2;2;-4
48;0;307;58;38;20;35;21;14;3.43;1.95;3.71;0;8;-4;-4
49;0;311;55;39;16;34;18;16;3.41;2.09;3.97;0;4;-3;-1
50;0;316;53;36;17;31;17;14;3.45;2.25;4.29;0;5;-2;-3
51;0;323;51;37;14;26;15;11;3.48;2.39;4.42;0;7;-2;-5
52;0;330;46;34;12;24;12;12;3.59;2.57;3.75;0;7;-5;-2
53;0;330;47;34;13;23;11;12;3.68;2.34;3.65;0;0;1;-1
54;0;336;43;31;12;21;10;11;3.67;2.33;4.19;0;6;-4;-2
55;0;336;45;32;13;19;9;10;3.78;2.44;4.84;0;0;2;-2
56;0;334;48;36;12;18;9;9;3.94;2.42;4.44;0;-2;3;-1
57;0;334;50;34;16;16;10;6;3.93;2.56;3.88;0;0;2;-2
58;0;330;56;37;19;14;9;5;4;2.59;4.21;0;-4;6;-2
59;0;327;59;40;19;14;10;4;4.07;2.37;4.71;0;-3;3;0
60;0;332;54;37;17;14;10;4;3.97;2.46;4.64;0;5;-5;0
61;0;326;60;40;20;14;10;4;4.01;2.3;5.64;0;-6;6;0
62;0;330;57;35;22;13;11;2;3.98;2.05;5;0;4;-3;-1
63;0;337;53;29;24;10;9;1;3.94;2.06;4.2;0;7;-4;-3
64;0;336;57;27;30;7;6;1;3.99;2.07;3.86;0;-1;4;-3
65;0;337;56;27;29;7;5;2;4.02;2.32;2.57;0;1;-1;0
66;0;330;59;27;32;11;6;5;4.06;2.14;2.27;0;-7;3;4
67;0;331;60;29;31;9;6;3;4.08;2.27;3;0;1;1;-2
68;0;324;67;33;34;9;5;4;4.1;1.73;3.33;0;-7;7;0
69;0;326;65;32;33;9;7;2;4;1.69;2.78;0;2;-2;0
70;0;322;68;34;34;10;6;4;3.96;1.79;3.3;0;-4;3;1
71;0;322;68;33;35;10;7;3;3.89;1.76;3.6;0;0;0;0
72;0;323;68;31;37;9;5;4;3.88;1.63;4;0;1;0;-1
73;0;327;66;31;35;7;4;3;3.87;2.02;3.86;0;4;-2;-2
74;0;323;70;33;37;7;4;3;3.9;2.06;3.29;0;-4;4;0
75;0;319;75;39;36;6;4;2;3.94;1.75;3.83;0;-4;5;-1
76;0;323;72;41;31;5;3;2;3.89;1.96;4.4;0;4;-3;-1
77;0;314;82;47;35;4;3;1;3.92;1.59;5;0;-9;10;-1
78;0;319;78;45;33;3;3;0;3.78;1.65;1.33;0;5;-4;-1
79;0;324;73;43;30;3;3;0;3.73;2.18;2.33;0;5;-5;0
80;0;321;76;44;32;3;3;0;3.78;2.01;3.33;0;-3;3;0
81;0;318;80;45;35;2;2;0;3.79;1.91;3;0;-3;4;-1
82;0;322;76;45;31;2;2;0;3.74;2.08;4;0;4;-4;0
83;0;326;72;42;30;2;2;0;3.77;2.24;5;0;4;-4;0
84;0;321;77;42;35;2;2;0;3.8;2.18;6;0;-5;5;0
85;0;325;75;40;35;0;0;0;3.71;2.04;0;0;4;-2;-2
86;0;322;73;40;33;5;2;3;3.75;2.08;1;0;-3;-2;5
87;0;317;79;40;39;4;2;2;3.74;2.11;2;0;-5;6;-1
88;0;315;81;38;43;4;2;2;3.75;1.81;3;0;-2;2;0
89;0;306;89;43;46;5;3;2;3.74;1.69;0.8;0;-9;8;1
90;0;306;89;44;45;5;3;2;3.68;2.01;1.8;0;0;0;0
91;0;302;93;44;49;5;3;2;3.63;1.69;2.8;0;-4;4;0
92;0;305;91;46;45;4;2;2;3.54;1.74;3;0;3;-2;-1
93;0;309;85;39;46;6;3;3;3.46;1.88;2;0;4;-6;2
94;0;299;93;41;52;8;5;3;3.49;1.85;2.25;0;-10;8;2
95;0;293;99;43;56;8;4;4;3.39;1.81;2.38;0;-6;6;0
96;0;292;102;37;65;6;3;3;3.36;1.86;3.17;0;-1;3;-2
97;0;292;102;36;66;6;3;3;3.35;1.75;4;0;0;0;0
98;0;292;101;34;67;7;4;3;3.31;1.92;3.71;0;0;-1;1
99;0;292;100;42;58;8;4;4;3.26;1.92;3.88;0;0;-1;1
100;0;289;104;49;55;7;3;4;3.22;1.73;4.57;0;-3;4;-1
